Country,EdLevel,DevType,LanguageHaveWorkedWith,RemoteWork,ConvertedCompYearly,YearsCodePro
India,Bachelor's,"Developer, embedded applications or devices",C#;C++;Java;Python,"Hybrid (some remote, some in-person)",34694.0,1
France,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL,"Hybrid (some remote, some in-person)",51555.0,3
Switzerland,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;SQL,"Hybrid (some remote, some in-person)",144842.0,6
Czech Republic,Some College,"Developer, full-stack",Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,"Hybrid (some remote, some in-person)",23889.0,12
Bulgaria,Some College,Engineering manager,C#;Dart;Go;Java;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",89249.0,16
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,C;C#;C++;MATLAB;Python,In-person,22555.0,6
Germany,Some College,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;VBA,In-person,48870.0,13
France,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python,"Hybrid (some remote, some in-person)",39203.0,7
India,Bachelor's,Research & Development role,C#;Java;JavaScript;Python,"Hybrid (some remote, some in-person)",47854.0,13
UK,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Rust;TypeScript;Visual Basic (.Net),Remote,58598.0,9
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,C;C++;HTML/CSS;Java;JavaScript;PHP;Python,"Hybrid (some remote, some in-person)",40000.0,9
Germany,Master's,"Developer, full-stack",HTML/CSS;JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",64444.0,
Poland,Some College,"Developer, full-stack",JavaScript;Python;Rust,Remote,29696.0,8
Italy,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);Java;JavaScript;Python;TypeScript,"Hybrid (some remote, some in-person)",30074.0,19
Ukraine,Master's,DevOps specialist,Go;SQL,"Hybrid (some remote, some in-person)",120000.0,10
Switzerland,Bachelor's,"Developer, back-end",Elixir;HTML/CSS;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",116988.0,23
UK,Master's,"Developer, back-end",C#;HTML/CSS;JavaScript;PowerShell;SQL,Remote,63694.0,20
Ukraine,Master's,"Developer, full-stack",C#;SQL,Remote,44431.0,4
Spain,Primary School,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),"Hybrid (some remote, some in-person)",34370.0,1
USA,Some College,Research & Development role,Assembly;Bash/Shell (all shells);C;C++;Perl;Python,Remote,200000.0,22
Angola,Bachelor's,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,"Hybrid (some remote, some in-person)",2339.0,15
India,Bachelor's,"Developer, full-stack",Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,Remote,10767.0,
Ukraine,Master's,"Developer, back-end",Go;JavaScript;PHP,Remote,51836.0,4
India,Bachelor's,Data scientist or machine learning specialist,C;C#;HTML/CSS;Java;JavaScript;Python;SQL,In-person,29909.0,7
Germany,Master's,"Developer, embedded applications or devices",Erlang;Python,Remote,53703.0,12
Spain,Bachelor's,"Developer, AI",C#;Python,Remote,69814.0,7
India,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",40676.0,10
Italy,Master's,"Developer, back-end",Java;JavaScript;Kotlin;Rust;SQL;TypeScript,Remote,150369.0,20
Ukraine,Bachelor's,"Developer, QA or test",Bash/Shell (all shells);Java;Python,Remote,75000.0,19
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript,In-person,76433.0,25
Nepal,Some College,"Developer, full-stack",Dart;Go;Groovy;Java;JavaScript;PHP;SQL,In-person,17927.0,9
Poland,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",148479.0,11
Germany,Bachelor's,"Developer, QA or test",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,In-person,89259.0,3
Sweden,Some College,"Developer, embedded applications or devices",Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Lisp;Lua;PHP;Prolog;Python;SQL;Zig,"Hybrid (some remote, some in-person)",57230.0,
Poland,Master's,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;SQL;TypeScript,"Hybrid (some remote, some in-person)",44544.0,
India,Bachelor's,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript,Remote,4785.0,17
Germany,Master's,"Developer, desktop or enterprise applications",C++;Rust,Remote,80555.0,13
Bangladesh,Bachelor's,"Developer, full-stack",C#;SQL,"Hybrid (some remote, some in-person)",31612.0,10
France,Bachelor's,Engineering manager,C;JavaScript;PHP;Python,"Hybrid (some remote, some in-person)",67666.0,8
Germany,Secondary School,"Developer, back-end",C;C#;C++;Go;PowerShell;Python,In-person,45111.0,19
Serbia,Master's,"Developer, back-end",Python;Ruby;SQL,Remote,77332.0,10
Poland,Master's,"Developer, embedded applications or devices",C;C#;C++;HTML/CSS;JavaScript;MicroPython;Python;Rust,Remote,98986.0,39
Ukraine,Master's,Data scientist or machine learning specialist,Python;SQL,Remote,3000.0,2
Netherlands,Secondary School,"Developer, full-stack",Java;JavaScript;Kotlin;Python;R;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",16111.0,21
Estonia,Some College,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",57140.0,20
Poland,Bachelor's,"Developer, game or graphics",C#,In-person,64341.0,6
Germany,Master's,Data scientist or machine learning specialist,Bash/Shell (all shells);C++;HTML/CSS;Java;Julia;Python;Rust;SQL,"Hybrid (some remote, some in-person)",214812.0,1
UK,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Scientist,Bash/Shell (all shells);Python;R;SQL,"Hybrid (some remote, some in-person)",64968.0,2
Turkey,Bachelor's,"Developer, full-stack",Dart;HTML/CSS;JavaScript;PHP;TypeScript,In-person,19661.0,4
Switzerland,Master's,Other (please specify):,Bash/Shell (all shells);HTML/CSS;Python;R,"Hybrid (some remote, some in-person)",86905.0,25
Uzbekistan,Master's,"Developer, QA or test",JavaScript;TypeScript,Remote,2.0,1
Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,C#;C++;PHP;PowerShell;Python;R;SQL;VBA,"Hybrid (some remote, some in-person)",83563.0,20
Spain,Master's,"Developer, full-stack",HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",59073.0,3
Netherlands,Associate,Other (please specify):,C#;Python;SQL;Visual Basic (.Net),"Hybrid (some remote, some in-person)",69814.0,18
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Remote,57325.0,
Ukraine,Bachelor's,"Developer, game or graphics",C#;C++;Dart;HTML/CSS;JavaScript;PowerShell,"Hybrid (some remote, some in-person)",43839.0,29
Ukraine,Master's,Other (please specify):,Python,Remote,64178.0,2
Italy,Master's,"Developer, back-end",Groovy;Java;JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",61222.0,7
Czech Republic,Some College,DevOps specialist,C;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,In-person,31273.0,5
France,Master's,"Developer, full-stack",Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",45111.0,7
Singapore,Associate,"Developer, back-end",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;SQL;TypeScript,In-person,6135.0,9
Switzerland,Associate,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;VBA,In-person,100275.0,30
Turkey,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C;C#;C++;Fortran;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL,Remote,10820.0,6
Netherlands,Secondary School,"Developer, full-stack",JavaScript;Python;TypeScript,"Hybrid (some remote, some in-person)",79588.0,3
Romania,Master's,"Developer, front-end",HTML/CSS;JavaScript,Remote,51786.0,7
France,Some College,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),"Hybrid (some remote, some in-person)",64444.0,10
Ukraine,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Go;Solidity;SQL,Remote,37026.0,3
Poland,Master's,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;PowerShell;SQL,"Hybrid (some remote, some in-person)",59391.0,5
Ukraine,Master's,"Developer, back-end",Java;JavaScript;SQL;TypeScript,Remote,54220.0,
Ukraine,Master's,"Developer, full-stack",Delphi;Go;SQL,"Hybrid (some remote, some in-person)",16291.0,4
"Iran, Islamic Republic of...",Bachelor's,Engineering manager,Bash/Shell (all shells);GDScript;Go;Python;SQL,"Hybrid (some remote, some in-person)",25876.0,9
Russian Federation,Master's,"Developer, full-stack",C#;Groovy;Java;Kotlin;SQL,Remote,1232.0,1
Italy,Master's,Other (please specify):,C;C++;Dart;Java;MATLAB;OCaml;PHP;Python,"Hybrid (some remote, some in-person)",26852.0,
UK,Some College,Developer Advocate,Kotlin,"Hybrid (some remote, some in-person)",101910.0,2
Czech Republic,Master's,"Developer, back-end",Go;Python;SQL,"Hybrid (some remote, some in-person)",52122.0,2
Ethiopia,Bachelor's,"Developer, back-end",JavaScript;PHP;Python;TypeScript,Remote,3135.0,7
Mauritius,Some College,"Developer, full-stack",Clojure;HTML/CSS;JavaScript;Python;Ruby,"Hybrid (some remote, some in-person)",64273.0,16
Spain,Master's,"Developer, mobile",Java;Kotlin;SQL,"Hybrid (some remote, some in-person)",64444.0,18
Portugal,Master's,"Developer, full-stack",Apex;Java;JavaScript,"Hybrid (some remote, some in-person)",32222.0,18
India,Bachelor's,System administrator,Unknown,"Hybrid (some remote, some in-person)",4546.0,12
Nepal,Bachelor's,"Developer, full-stack",C#;Java;JavaScript;Kotlin;Python;SQL,In-person,5378.0,30
France,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,In-person,40814.0,13
Hungary,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",35328.0,25
Netherlands,Bachelor's,"Developer, full-stack",Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",59073.0,6
India,Bachelor's,Data engineer,Bash/Shell (all shells);C++;Java;JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",19142.0,6
Ukraine,Master's,Cloud infrastructure engineer,Bash/Shell (all shells);Groovy;PowerShell;Python;SQL,"Hybrid (some remote, some in-person)",1234.0,40
Ukraine,Master's,"Developer, full-stack",HTML/CSS;JavaScript;SQL;TypeScript,Remote,80000.0,3
Spain,Master's,"Developer, AI",HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,In-person,51555.0,
Austria,Secondary School,"Developer, back-end",Assembly;C;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",24489.0,7
Canada,Bachelor's,Blockchain,Assembly;C;C#;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Rust;Solidity;SQL;TypeScript,Remote,100000.0,12
Nigeria,Bachelor's,Other (please specify):,Dart;JavaScript;TypeScript,Remote,10880.0,16
Estonia,Bachelor's,"Developer, full-stack",Go;JavaScript,"Hybrid (some remote, some in-person)",39740.0,9
UK,Master's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,Remote,89172.0,6
Turkey,Bachelor's,"Developer, mobile",C#;Java;JavaScript;Kotlin;Objective-C;Swift;TypeScript,Remote,27080.0,11
Czech Republic,Some College,DevOps specialist,Bash/Shell (all shells);Groovy;PowerShell;Python,"Hybrid (some remote, some in-person)",29101.0,6
Germany,Master's,Data scientist or machine learning specialist,Python,"Hybrid (some remote, some in-person)",107406.0,9
Russian Federation,Master's,"Developer, desktop or enterprise applications",C++;HTML/CSS;Python,Remote,1793.0,1
Australia,Some College,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Python;TypeScript,"Hybrid (some remote, some in-person)",42943.0,
France,Some College,DevOps specialist,C#;Groovy;Rust;SQL,"Hybrid (some remote, some in-person)",41888.0,7
Ukraine,Something else,"Developer, full-stack",Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Remote,120000.0,20
Greece,Some College,"Developer, mobile",Kotlin,Remote,48333.0,11
Netherlands,Associate,DevOps specialist,Go,"Hybrid (some remote, some in-person)",45111.0,6
Poland,Bachelor's,"Developer, full-stack",Groovy;Java;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",37120.0,35
Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,Python,"Hybrid (some remote, some in-person)",61222.0,1
Belgium,Master's,"Developer, back-end",Go;HTML/CSS;JavaScript;Python;Ruby;SQL,In-person,44037.0,1
Israel,Some College,"Developer, full-stack",C;C++;HTML/CSS;JavaScript;Lua;Ruby;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",123048.0,10
Russian Federation,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",48314.0,1
Israel,Bachelor's,Engineering manager,JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",134921.0,14
Turkey,Bachelor's,"Developer, mobile",C#;C++;Dart,"Hybrid (some remote, some in-person)",18548.0,
Poland,Master's,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,"Hybrid (some remote, some in-person)",84633.0,
Germany,Master's,"Developer, full-stack",HTML/CSS;Java;JavaScript;PowerShell;SQL,"Hybrid (some remote, some in-person)",64444.0,18
Ukraine,Master's,"Developer, back-end",Java;Python;SQL;TypeScript,Remote,88862.0,8
Turkey,Bachelor's,"Developer, QA or test",C#;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL,"Hybrid (some remote, some in-person)",24731.0,
UK,Master's,"Developer, back-end",Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;TypeScript,"Hybrid (some remote, some in-person)",63057.0,22
Turkey,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Remote,200939.0,11
Ukraine,Something else,"Developer, QA or test",Assembly;Bash/Shell (all shells);Java,Remote,1111.0,3
India,Bachelor's,"Developer, front-end",HTML/CSS;JavaScript,Remote,10169.0,Less than 1 year
Poland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",C#;C++;Go;Lisp;Python;Rust,"Hybrid (some remote, some in-person)",59391.0,4
Ukraine,Master's,"Developer, back-end",Java;JavaScript;PowerShell;Python;SQL,Remote,12000.0,28
Lithuania,Master's,Designer,HTML/CSS;JavaScript,Remote,29000.0,8
Ukraine,Master's,"Developer, back-end",Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;Visual Basic (.Net),Remote,17772.0,10
Ukraine,Bachelor's,"Developer, back-end",HTML/CSS;PHP,"Hybrid (some remote, some in-person)",24684.0,4
Ukraine,Master's,Other (please specify):,C#;C++;Delphi;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Remote,102000.0,
Canada,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;SQL;TypeScript,Remote,79381.0,3
UK,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,Remote,47134.0,Less than 1 year
UK,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;Python,"Hybrid (some remote, some in-person)",52356.0,8
Belgium,Bachelor's,"Developer, full-stack",C#;JavaScript;PowerShell;Prolog,Remote,96666.0,
Netherlands,Bachelor's,"Developer, full-stack",Java;TypeScript,"Hybrid (some remote, some in-person)",57071.0,27
India,Bachelor's,Research & Development role,C;C++;Groovy;HTML/CSS;JavaScript;Python;SQL,Remote,25123.0,9
Finland,Master's,"Developer, full-stack",C#;F#;TypeScript,Remote,77332.0,32
Israel,Bachelor's,Data engineer,Bash/Shell (all shells);Python;Scala;SQL,"Hybrid (some remote, some in-person)",161905.0,3
Sweden,Master's,"Developer, full-stack",Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",76307.0,9
Ukraine,Bachelor's,DevOps specialist,Bash/Shell (all shells);Groovy;PHP;Python,Remote,2839.0,3
India,Bachelor's,"Developer, full-stack",JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",28712.0,10
Austria,Master's,"Developer, full-stack",Bash/Shell (all shells);C;C#;Python;TypeScript,"Hybrid (some remote, some in-person)",32222.0,40
Italy,Master's,"Developer, full-stack",HTML/CSS;JavaScript;TypeScript,Remote,40814.0,16
Poland,Master's,"Developer, AI",Bash/Shell (all shells);Python,"Hybrid (some remote, some in-person)",17323.0,12
Poland,Master's,Data engineer,Python;Scala;SQL,Remote,127692.0,10
Switzerland,Bachelor's,"Developer, back-end",Java;JavaScript;MATLAB;SQL;TypeScript,In-person,56633.0,10
Netherlands,Bachelor's,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,In-person,55099.0,15
Netherlands,Master's,Data engineer,Bash/Shell (all shells);C++;Python;SQL,"Hybrid (some remote, some in-person)",182591.0,15
France,Bachelor's,"Developer, full-stack",Java;Rust;SQL,"Hybrid (some remote, some in-person)",75184.0,6
India,Master's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),"Hybrid (some remote, some in-person)",5982.0,38
India,Master's,Data scientist or machine learning specialist,Python,"Hybrid (some remote, some in-person)",64603.0,12
Singapore,Bachelor's,Academic researcher,C;C#;HTML/CSS;PHP;Python;SQL,In-person,40358.0,2
Netherlands,Bachelor's,"Developer, front-end",HTML/CSS;JavaScript;PHP;TypeScript,"Hybrid (some remote, some in-person)",41888.0,10
Hungary,Bachelor's,"Developer, full-stack",C#;Python,In-person,32610.0,10
Czech Republic,Bachelor's,DevOps specialist,C#,"Hybrid (some remote, some in-person)",41828.0,39
UK,Master's,Other (please specify):,Unknown,"Hybrid (some remote, some in-person)",190445.0,11
Ukraine,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;TypeScript,Remote,50000.0,36
Brazil,Bachelor's,Other (please specify):,Bash/Shell (all shells);C;C++;Elixir;JavaScript;Python;SQL,Remote,5128.0,9
Croatia,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C#;JavaScript;SQL;VBA,In-person,16111.0,4
Austria,Master's,System administrator,C;C++;HTML/CSS;JavaScript;Python,In-person,21481.0,4
Norway,Bachelor's,"Developer, desktop or enterprise applications",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,In-person,90783.0,11
Italy,Bachelor's,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",80555.0,6
Ukraine,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,Remote,18069.0,11
Germany,Master's,"Developer, back-end",C;C#;C++;Groovy,Remote,107406.0,25
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",HTML/CSS;JavaScript;PHP;Python;SQL,Remote,11600.0,10
